complaint_id,language,region,complaint_text,translated_text_en,category,sentiment,urgency,order_id,amount_inr,channel,reply
CMP00119,English,Guwahati,I ordered fresh vegetables but received rotten tomatoes and wilted spinach. This is the third time this month your quality team has failed. I am deleting this app for good.,I ordered fresh vegetables but received rotten tomatoes and wilted spinach. This is the third time this month your quality team has failed. I am deleting this app for good.,product_quality,angry,medium,ORD66522,450.00,App,We are deeply sorry for the poor quality of produce. We have refunded the amount for the vegetables and added a 100 INR voucher to your account.
CMP00120,Hindi,Varanasi,पैसे कट गए पर टिकट बुक नहीं हुई। अब मुझे यात्रा के लिए ज्यादा पैसे खर्च करने पड़ेंगे क्योंकि दाम बढ़ गए हैं। इसकी भरपाई कौन करेगा?,Money was deducted but the ticket was not booked. Now I will have to spend more money for travel because prices have increased. Who will compensate for this?,payment_issue,angry,high,TIC88210,3200.00,Call,"We regret the booking failure. While we have refunded the full amount, we are also providing a discount coupon to cover the price difference."
CMP00121,English,Bangalore,"I ordered a premium noise-canceling headphone two days ago, but the box I received today was completely empty. This is sheer negligence by your delivery partner and I feel cheated by such a big brand. I need an immediate refund or a replacement sent today without any further delay.","I ordered a premium noise-canceling headphone two days ago, but the box I received today was completely empty. This is sheer negligence by your delivery partner and I feel cheated by such a big brand. I need an immediate refund or a replacement sent today without any further delay.",product_issue,negative,high,ORD99821,4500,App,We are deeply sorry for this experience. We have initiated an investigation with our logistics partner and will provide a resolution within 24 hours.
CMP00122,Hindi,Delhi,मैंने कल शाम को अपनी बहन को यूपीआई के जरिए 5000 रुपये भेजे थे लेकिन उसके खाते में पैसे अभी तक नहीं पहुंचे. मेरे बैंक से पैसे कट गए हैं और ऐप पर ट्रांजैक्शन सक्सेसफुल दिखा रहा है. कृपया इसे जल्द से जल्द ठीक करें क्योंकि उसे इन पैसों की अस्पताल में बहुत सख्त जरुरत है.,I sent 5000 rupees to my sister via UPI yesterday evening but the money hasn't reached her account yet. Money has been deducted from my bank and the transaction shows successful on the app. Please fix this as soon as possible as she urgently needs this money in the hospital.,payment_issue,negative,high,TXN44512,5000,UPI,"हमने आपका ट्रांजैक्शन ट्रैक कर लिया है. बैंक सर्वर में समस्या के कारण देरी हुई है, आपका पैसा 3 कार्य दिवसों के भीतर वापस आ जाएगा."
CMP00123,Hinglish,Mumbai,"Bhai 2 ghante ho gaye order kiye huye aur abhi tak food deliver nahi hua hai. Delivery boy mera phone nahi utha raha aur customer support bhi hamesha busy hi bata raha hai. Aise ghatiya service doge toh log tumhara app delete kar denge, please refund my money now.","Brother, it has been 2 hours since I ordered and the food hasn't been delivered yet. The delivery boy is not picking up my phone and customer support is always showing busy. If you provide such poor service, people will delete your app, please refund my money now.",delivery_issue,negative,high,FOD00392,850,App,Hum maafi chahte hain. Aapka order cancel kar diya gaya hai aur poora refund initiate ho gaya hai jo 5-7 din mein dikhega.
CMP00124,English,Chennai,"The ATM machine at the T. Nagar branch did not dispense any cash but I received a text message saying 10,000 INR was withdrawn. I waited for 20 minutes near the machine but nothing happened and no one is helping at the branch. This is my rent money and I am extremely stressed right now.","The ATM machine at the T. Nagar branch did not dispense any cash but I received a text message saying 10,000 INR was withdrawn. I waited for 20 minutes near the machine but nothing happened and no one is helping at the branch. This is my rent money and I am extremely stressed right now.",banking_issue,negative,high,ATM90221,10000,Branch,We apologize for the inconvenience. Our team is auditing the ATM cash logs and the amount will be reversed to your account within 48 hours.
CMP00125,Hindi,Patna,मैंने पिछले हफ्ते अपना मोबाइल रिचार्ज किया था लेकिन अभी तक डेटा पैक एक्टिवेट नहीं हुआ है. कस्टमर केयर को कॉल करने पर वो बस इंतज़ार करने को कह रहे हैं. मेरा सारा काम रुका हुआ है और मुझे ऑफिस की मीटिंग्स ज्वाइन करनी हैं.,"I recharged my mobile last week but the data pack hasn't been activated yet. When I call customer care, they just tell me to wait. All my work is stalled and I have to join office meetings.",telecom_issue,negative,medium,RCT77210,599,Call Center,असुविधा के लिए खेद है. आपका डेटा पैक मैन्युअल रूप से एक्टिवेट कर दिया गया है और हमने आपको हर्जाने के तौर पर 2GB एक्स्ट्रा डेटा दिया है.
CMP00126,Hinglish,Pune,"Grocery delivery mein 4 items missing hain aur bill poora charge kiya gaya hai. Milk aur bread toh bilkul fresh nahi lag rahe, lagta hai purana stock bhej diya. Please baki ke items bhej do ya fir utne paise wallet mein credit kar do jaldi.","4 items are missing in the grocery delivery and the full bill has been charged. Milk and bread don't look fresh at all, looks like old stock was sent. Please send the remaining items or credit that much money to the wallet quickly.",grocery_issue,negative,medium,GRO11203,1200,App,Humein dukh hai. Missing items ka refund aapke wallet mein daal diya gaya hai aur fresh milk bhej diya gaya hai.
CMP00127,English,Hyderabad,My flight from Hyderabad to Delhi was canceled at the last minute without any prior notification to passengers. I have been waiting at the airport for five hours and your ground staff is being extremely rude. I demand a full refund and compensation for the mental agony caused.,My flight from Hyderabad to Delhi was canceled at the last minute without any prior notification to passengers. I have been waiting at the airport for five hours and your ground staff is being extremely rude. I demand a full refund and compensation for the mental agony caused.,airline_issue,negative,high,FLT55610,8500,Airport Counter,We sincerely apologize for the cancellation due to technical reasons. A full refund has been processed and a voucher for your next travel has been sent to your email.
CMP00128,Hindi,Lucknow,इस महीने का बिजली का बिल पिछले महीने से तीन गुना ज्यादा आया है जबकि हम घर पर थे ही नहीं. मीटर की रीडिंग चेक करने के लिए कोई भी नहीं आ रहा है और हेल्पलाइन नंबर हमेशा बंद रहता है. यह सरासर लूट है और हम इसे नहीं भरेंगे जब तक सुधार नहीं होता.,This month's electricity bill is three times higher than last month even though we weren't even home. No one is coming to check the meter reading and the helpline number is always off. This is sheer robbery and we won't pay until it's corrected.,utility_issue,negative,high,BL883921,12400,Web,शिकायत दर्ज कर ली गई है. एक इंस्पेक्टर अगले 48 घंटों में आपके मीटर की जांच करेगा और यदि रीडिंग गलत पाई गई तो बिल संशोधित किया जाएगा.
CMP00129,Hinglish,Jaipur,"Maine ek kurta order kiya tha size XL mein but mujhe Small size bhej diya gaya hai. Iski quality bhi photo jaisi nahi hai, kapda bahut patla aur bekar lag raha hai. I want to return this product immediately, please pick-up arrange karo.","I ordered a kurta in size XL but a Small size has been sent to me. Its quality is also not like the photo, the cloth looks very thin and bad. I want to return this product immediately, please arrange a pick-up.",fashion_issue,negative,medium,APP77321,1550,Web,"Humein khed hai. Return pick-up kal ke liye schedule kar diya gaya hai. Jaise hi product milta hai, hum refund process kar denge."
CMP00130,English,Kolkata,"Since the heavy rains started yesterday, my broadband connection has been completely dead in the Salt Lake area. I am a software engineer working from home and I am losing my billable hours because of this outage. Your support team keeps giving automated replies without fixing the line.","Since the heavy rains started yesterday, my broadband connection has been completely dead in the Salt Lake area. I am a software engineer working from home and I am losing my billable hours because of this outage. Your support team keeps giving automated replies without fixing the line.",broadband_issue,negative,high,BB009212,999,Chatbot,We understand the urgency. Our field engineers are working on a major fiber cut in your area and service will be restored by 6 PM today.
CMP00131,Hindi,Indore,मैंने पर्सनल लोन के लिए अप्लाई किया था और सारे डॉक्यूमेंट्स भी जमा कर दिए हैं. फिर भी बैंक की तरफ से कोई अपडेट नहीं मिल रहा है और मैनेजर कॉल भी नहीं उठा रहा. मुझे अर्जेंट पैसों की जरुरत है वरना मेरा बिजनेस डूब जाएगा.,"I had applied for a personal loan and submitted all documents. Still, there is no update from the bank's side and the manager is not picking up calls. I need the money urgently otherwise my business will fail.",banking_issue,neutral,high,LON22100,500000,Branch,आपकी फाइल अभी वेरिफिकेशन स्टेज पर है. हमने इसे प्रायोरिटी पर डाल दिया है और कल शाम तक आपको फाइनल स्टेटस मिल जाएगा.
CMP00132,Hinglish,Ahmedabad,"Mere credit card se 20,000 ki transaction hui hai jo maine nahi ki. Mujhe lag raha hai mera card hack ho gaya hai ya info leak hui hai. Please card ko block karo aur is payment ko dispute mein daalo urgently.","A transaction of 20,000 has happened from my credit card which I did not do. I feel my card has been hacked or info leaked. Please block the card and put this payment in dispute urgently.",fraud_issue,negative,high,TXN00991,20000,Call Center,Card has been blocked immediately. We have registered a fraud claim and you will not be liable for this amount pending investigation.
CMP00133,English,Kochi,"I purchased a refrigerator last month and it has already stopped cooling. I have called the service center five times, but no technician has visited my home yet. This is a very expensive appliance and I am worried all my food will get spoiled today.","I purchased a refrigerator last month and it has already stopped cooling. I have called the service center five times, but no technician has visited my home yet. This is a very expensive appliance and I am worried all my food will get spoiled today.",electronics_issue,negative,high,REF55432,32000,App,We regret the delay in service. A senior technician has been assigned and will reach your location before 2 PM today.
CMP00134,Hindi,Bhopal,गैस एजेंसी वाले पिछले चार दिनों से सिलेंडर डिलीवरी के लिए टाल-मटोल कर रहे हैं. बुकिंग स्टेटस में डिलीवर्ड दिखा रहा है जबकि हमें कुछ नहीं मिला. घर में खाना बनाने के लिए गैस खत्म हो चुकी है और हम बहुत परेशान हैं.,The gas agency people have been procrastinating on cylinder delivery for the last four days. The booking status shows delivered while we received nothing. We have run out of gas for cooking at home and we are very troubled.,utility_issue,negative,high,GAS88122,1150,Call Center,"एजेंसी से बात हो गई है, वे तकनीकी गलती थी. सिलेंडर आज शाम तक आपके घर पहुँच जाएगा."
CMP00135,Hinglish,Surat,"Order toh time pe aaya par khana bilkul thanda aur bacha kucha lag raha tha. Pizza ki topping bikhri hui thi aur box poora oil se bhara tha. Please apne delivery partners ko bolo ki dhyan se handling karein, ye khane layak nahi hai.","The order came on time but the food was totally cold and looked like leftovers. The pizza topping was scattered and the box was full of oil. Please tell your delivery partners to handle with care, this is not edible.",food_issue,negative,medium,FOD11220,650,App,Aapke kharab anubhav ke liye maafi. Humne poora refund initiate kar diya hai aur restaurant ko warning bhej di hai.
CMP00136,English,Chandigarh,The driver of the cab I booked today was extremely unprofessional and was driving very rashly. He was constantly talking on the phone and refused to turn on the AC despite the scorching heat. I felt very unsafe during the entire journey and will not use your app again.,The driver of the cab I booked today was extremely unprofessional and was driving very rashly. He was constantly talking on the phone and refused to turn on the AC despite the scorching heat. I felt very unsafe during the entire journey and will not use your app again.,ride_hailing_issue,negative,high,CAB44321,450,App,We take safety very seriously. The driver has been suspended pending an inquiry and we are issuing a full refund for your trip.
CMP00137,Hindi,Varanasi,"मेरा पार्सल वाराणसी पोस्ट ऑफिस में तीन दिन से अटका हुआ है. ट्रैकिंग दिखा रही है कि आउट फॉर डिलीवरी है लेकिन कोई घर नहीं आया. इसमें मेरी दवाइयां हैं जो मुझे रोज लेनी होती हैं, कृपया इसे जल्द डिलीवर करवाएं.","My parcel has been stuck at the Varanasi post office for three days. Tracking shows it's out for delivery but no one came home. It contains my medicines which I have to take daily, please get it delivered soon.",delivery_issue,negative,high,PAR00993,2100,Web,"क्षमा करें, आपके क्षेत्र में स्टाफ की कमी के कारण देरी हुई. हमने आपकी दवाइयों को प्राथमिकता दी है और वे आज दोपहर तक वितरित हो जाएंगी."
CMP00138,Hinglish,Gurgaon,Maine online medicines mangwayi thi par expired stock bhej diya gaya hai. Box ke upar ki date mitti hui hai par andar strip pe expired likha hai. Agar koi bimar banda ye kha leta toh kaun zimmedar hota? Boht hi careless ho tum log.,"I ordered medicines online but expired stock has been sent. The date on top of the box is erased but the strip inside says expired. If a sick person had eaten this, who would be responsible? You guys are very careless.",pharma_issue,negative,high,MED66512,1800,App,"Hum is gambhir chuk ke liye maafi maangte hain. Please wo dawai consume na karein, hum fresh batch bhej rahe hain aur investigation shuru kar di hai."
CMP00139,English,Guwahati,I suspect that the brand-name shoes I bought from your platform during the sale are counterfeit. The stitching is uneven and the logo looks different from the original ones I saw in the store. This is a clear case of fraud and I want my money back immediately.,I suspect that the brand-name shoes I bought from your platform during the sale are counterfeit. The stitching is uneven and the logo looks different from the original ones I saw in the store. This is a clear case of fraud and I want my money back immediately.,product_issue,negative,high,ORD00129,5500,Web,"We guarantee 100% authenticity. Please share photos of the product; we will verify with the brand and if found faulty, a full refund will be issued."
CMP00140,English,Ludhiana,The interest rate mentioned in my home loan agreement is different from what was promised during the meeting. I feel like I was misled by your sales executive just to reach their monthly targets. I need a written clarification on why this discrepancy exists before I sign the final papers.,The interest rate mentioned in my home loan agreement is different from what was promised during the meeting. I feel like I was misled by your sales executive just to reach their monthly targets. I need a written clarification on why this discrepancy exists before I sign the final papers.,banking_issue,negative,high,LON88210,4500000,Branch,There might be a misunderstanding regarding the floating rate. Our relationship manager will visit you tomorrow to clarify the terms in detail.
CMP00141,English,Mumbai,The smartphone I purchased on Monday has a dead pixel in the center of the screen. I am very disappointed as this was a gift for my father's birthday. I want a replacement before this weekend starts. This is unacceptable for a brand like yours.,Same,damaged_product,negative,high,ORD90211,15999,Chat,We are sorry to hear this. We have scheduled a pickup and replacement for tomorrow.
CMP00142,Hindi,Delhi,मैंने खाने का आर्डर दिया था जो २ घंटे बाद भी नहीं पहुँचा है। रेस्टोरेंट वाले फ़ोन नहीं उठा रहे और आपका डिलीवरी पार्टनर लोकेशन पर नहीं है। मुझे भूख लगी है और मेरा पैसा भी कट गया है। कृपया तुरंत मेरा आर्डर कैंसिल करें और रिफंड दें।,I ordered food which has not arrived even after 2 hours. The restaurant is not picking up the phone and your delivery partner is not at the location. I am hungry and my money has been deducted. Please cancel my order and refund immediately.,delivery_delay,negative,high,ORD44321,650,App,असुविधा के लिए माफ़ी चाहते हैं। आपका रिफंड प्रोसेस कर दिया गया है और 24 घंटे में मिल जायेगा।
CMP00143,Hinglish,Bangalore,Bhai mera UPI payment fail ho gaya par bank se 5000 rupaye kat gaye hain. App me status pending dikha raha hai aur shopkeeper bol raha hai use paise nahi mile. Jaldi check karo mera paisa kahan hai aur refund kab tak aayega. Bahut bada scam lag raha hai ye.,Brother my UPI payment failed but 5000 rupees were deducted from the bank. The app shows pending status and the shopkeeper says he didn't get the money. Check quickly where my money is and when the refund will come. This feels like a big scam.,payment_failure,negative,high,TXN11092,5000,UPI_App,"Please don't worry. If the amount is deducted, it will be refunded within 3-5 working days."
CMP00144,English,Chennai,I ordered a size M dress but received an XL instead. The quality of the fabric is also very poor compared to the pictures shown on the website. I want to return this item immediately and I expect a full refund. Your size charts are very misleading.,Same,wrong_product,negative,medium,ORD77234,1200,Email,We apologize for the error. A return agent will be assigned to your address within 48 hours.
CMP00145,Hindi,Patna,मेरा वाशिंग मशीन ३ दिन से खराब पड़ा है और कोई भी टेक्नीशियन नहीं आया। कस्टमर केयर वाले सिर्फ आश्वासन दे रहे हैं पर काम कुछ नहीं हो रहा। गर्मी में कपड़े धोने में बहुत दिक्कत हो रही है। क्या आप लोग अपनी सर्विस सुधारेंगे या मैं कंज्यूमर कोर्ट जाऊं?,My washing machine has been broken for 3 days and no technician has arrived. Customer care is only giving assurances but nothing is happening. It is very difficult to wash clothes in this heat. Will you improve your service or should I go to consumer court?,service_delay,negative,high,SRV88120,0,Call,असुविधा के लिए खेद है। हमने आपके एरिया के सीनियर टेक्नीशियन को यह केस असाइन कर दिया है।
CMP00146,Hinglish,Pune,Mera cashback offer apply nahi hua jabki maine saari conditions follow ki thin. Customer support bol raha hai ki offer expire ho gaya par app par abhi bhi dikha raha hai. Ye toh seedha seedha customers ko ullu banana hua. Mujhe mera ₹500 cashback wapas chahiye.,My cashback offer was not applied even though I followed all conditions. Customer support says the offer expired but it's still showing on the app. This is clearly fooling customers. I want my ₹500 cashback back.,promotion_issue,negative,medium,ORD66512,4500,Chat,We regret the confusion. We are checking the offer eligibility and will update you shortly.
CMP00147,English,Hyderabad,My credit card was charged twice for the same flight booking on your portal. One transaction is successful and the other is showing as failed but the amount is not reversed. I need this rectified as it is a large sum of money. Please share the transaction reference for the reversal.,Same,billing_error,negative,high,BKG55401,12500,Website,We have identified the double charge. The refund for the second transaction has been initiated.
CMP00148,Hindi,Lucknow,मेरे अकाउंट से बिना किसी ओटीपी के पैसे कट गए हैं। मैंने कोई ट्रांजेक्शन नहीं किया फिर भी मेसेज आया कि १५०० रुपये कट गए। कृपया मेरा कार्ड तुरंत ब्लॉक करें और जांच करें कि ये कैसे हुआ। मुझे डर है कि मेरा अकाउंट हैक हो गया है।,Money was deducted from my account without any OTP. I did not make any transaction yet I received a message that 1500 rupees were deducted. Please block my card immediately and investigate how this happened. I fear my account is hacked.,fraud_alert,negative,high,TXN00992,1500,Call,हमने आपका कार्ड ब्लॉक कर दिया है। हमारी फ्रॉड टीम इस मामले की जांच कर रही है।
CMP00149,Hinglish,Indore,Delivery boy ka behavior bahut hi rude tha aaj subah. Usne mere gate par parcel fenk diya aur batameezi se baat ki jab maine use sign karne ko kaha. Aise logon ko aap kaam par kaise rakhte hain? I am very unhappy with this kind of service in my society.,The delivery boy's behavior was very rude this morning. He threw the parcel at my gate and spoke rudely when I asked him to sign. How do you employ such people? I am very unhappy with this kind of service in my society.,staff_behavior,negative,medium,ORD88112,800,App,We sincerely apologize for the driver's behavior. We are taking strict action against the agency.
CMP00150,English,Kolkata,"I have been trying to cancel my premium subscription for the last two days but the button is not working. Every time I click cancel, the app crashes or shows a generic error. I do not want to be billed for the next month. Fix this bug immediately and confirm my cancellation.",Same,technical_glitch,negative,high,SUB44320,999,App,We are sorry for the technical issue. Your subscription has been manually cancelled from our end.
CMP00151,Hindi,Jaipur,आर्डर किये हुए १० दिन हो गए हैं और ट्रैकिंग अभी भी दिल्ली ही दिखा रहा है। मुझे ये सामान अपनी बहन की शादी के लिए चाहिए था जो कल है। अब इसका कोई फायदा नहीं है अगर ये समय पर नहीं आता। कृपया आर्डर कैंसिल कर के मेरा पूरा पैसा वापस दें।,It has been 10 days since I ordered and the tracking still shows Delhi. I needed this item for my sister's wedding which is tomorrow. Now it's of no use if it doesn't arrive on time. Please cancel the order and return my full money.,delivery_delay,negative,high,ORD22109,3500,Chat,शादी के अवसर के लिए हमें खेद है। आपका आर्डर कैंसिल कर दिया गया है और रिफंड भेज दिया गया है।
CMP00152,Hinglish,Ahmedabad,"Maine laptop bag order kiya tha par box me sirf ek purani book nikli. Ye toh fraud hai, lagta hai raste me kisi ne badal diya. Maine unboxing video bhi banayi hai proof ke liye. Mujhe mera sahi product chahiye ya phir paise wapas do jaldi.","I ordered a laptop bag but only an old book came in the box. This is fraud, looks like someone swapped it on the way. I have made an unboxing video for proof. I want my correct product or give my money back quickly.",empty_package,negative,high,ORD00918,2200,Email,This is serious. Please share the unboxing video; we will investigate and resolve this today.
CMP00153,English,Chandigarh,The air conditioner I bought last month has started making a very loud noise and the cooling is not effective. I registered a complaint a week ago but no one has come to inspect it. It is extremely hot and I am unable to sleep. Please send a technician today.,Same,product_defect,negative,high,ORD55102,38000,Call,We apologize for the delay. A technician has been dispatched and will reach you in 2 hours.
CMP00154,Hindi,Varanasi,रिफंड स्टेटस 'सक्सेसफुल' दिखा रहा है लेकिन बैंक स्टेटमेंट में कोई पैसा नहीं आया। मैंने ५ दिन इंतज़ार किया जैसा आपने कहा था। अब आप लोग कह रहे हैं कि बैंक से बात करो। ये आपकी जिम्मेदारी है कि मेरा पैसा मुझे मिले।,Refund status shows 'successful' but no money has arrived in the bank statement. I waited for 5 days as you said. Now you guys are saying talk to the bank. It is your responsibility that I get my money.,refund_issue,negative,high,ORD33412,1800,App,बैंक को ट्रांजेक्शन प्रोसेस करने में समय लग सकता है। यहाँ आपका 'RRN' नंबर है जिससे आप बैंक से पता कर सकते हैं।
CMP00155,Hinglish,Gurgaon,"App update ke baad se login hi nahi ho raha hai. 'Something went wrong' wala error aa raha hai baar baar. Maine app reinstall bhi kiya par koi fayda nahi hua. Mere wallet me paise hain jo main use nahi kar paa raha hoon, please help.","Since the app update, I am unable to login. 'Something went wrong' error is coming repeatedly. I even reinstalled the app but no luck. I have money in my wallet which I am unable to use, please help.",login_issue,negative,medium,USER9921,0,Chat,We are aware of this bug in the new version. Please try logging in via our website for now.
CMP00156,English,Kochi,I received a message saying my order was delivered but I have not received anything. I was at home all day and no one rang the bell or called me. Please check who signed for the delivery as it might have been delivered to the wrong address.,Same,misdelivery,negative,high,ORD66541,4200,App,We are checking with the delivery partner. We will verify the GPS coordinates of the delivery.
CMP00157,Hindi,Bhopal,क्या आपके पास कोई कस्टमर सपोर्ट एजेंट है जो हिंदी समझता हो? मैंने तीन बार फ़ोन किया और हर बार मुझे अंग्रेजी में बात करने को कहा गया। ये बहुत अपमानजनक है। मुझे अपनी इन्शुरन्स पालिसी के बारे में कुछ पूछना है पर कोई मदद नहीं मिल रही।,Do you have any customer support agent who understands Hindi? I called three times and every time I was asked to speak in English. This is very insulting. I need to ask something about my insurance policy but I'm not getting any help.,language_barrier,negative,medium,POL44122,15000,Call,असुविधा के लिए माफ़ी चाहते हैं। हमारा एक हिंदी भाषी एजेंट आपको अगले ५ मिनट में कॉल करेगा।
CMP00158,Hinglish,Surat,"Mera parcel 'Out for Delivery' dikha raha tha subah se aur ab 'Delivery Attempted' likh kar aa gaya. Main ghar pe hi tha, koi nahi aaya aur na hi kisi ne call kiya. Ye delivery wale jhooth kyun bolte hain? Dobara delivery kab hogi?","My parcel was showing 'Out for Delivery' since morning and now it says 'Delivery Attempted'. I was at home, nobody came and nobody called. Why do these delivery people lie? When will the redelivery happen?",delivery_issue,negative,medium,ORD77123,550,Website,We apologize for this. We have instructed the hub to ensure delivery by 10 AM tomorrow.
CMP00159,English,Guwahati,I am trying to change my registered mobile number but the OTP is being sent to my old number which is no longer active. I have uploaded my Aadhaar for verification as requested but still no response from your side. How am I supposed to access my account?,Same,account_access,negative,medium,ACC88122,0,Email,We have verified your documents. Your new mobile number will be updated within 24 hours.
CMP00160,English,Noida,The refrigerator delivered today has multiple dents on the side panel and the door handle is loose. It looks like a refurbished unit rather than a brand new one. I am not accepting this product. Please arrange for a pickup and send a fresh unit immediately.,Same,damaged_product,negative,high,ORD11002,28500,App,We are extremely sorry. A fresh unit is being dispatched and the damaged one will be picked up simultaneously.
CMP00161,English,Bangalore,I ordered a Samsung M34 from your app yesterday but received a soap bar instead. This is absolute fraud and I am going to report this to the consumer court. Please initiate a refund immediately as I need the money for my studies.,I ordered a Samsung M34 from your app yesterday but received a soap bar instead. This is absolute fraud and I am going to report this to the consumer court. Please initiate a refund immediately as I need the money for my studies.,Refund,negative,high,ORD5521,15999,App,We apologize for the inconvenience. Our team is investigating the warehouse logs.
CMP00162,Hindi,Delhi,मेरा बैंक अकाउंट से 5000 रुपये कट गए हैं लेकिन बिजली का बिल अभी भी पेंडिंग दिखा रहा है। यह बहुत ही गलत बात है कि पैसे कटने के बाद भी अपडेट नहीं हुआ। कृपया जल्द से जल्द चेक करें वरना मुझे पेनल्टी भरनी पड़ेगी।,Rs 5000 have been deducted from my bank account but the electricity bill is still showing as pending. It is very wrong that it hasn't updated even after the deduction. Please check as soon as possible or I will have to pay a penalty.,Payment,negative,high,ORD5522,5000,Web,असुविधा के लिए खेद है। आपका भुगतान 24 घंटों में अपडेट हो जाएगा।
CMP00163,Hinglish,Mumbai,"Maine Swiggy se khana mangwaya tha par delivery boy ne call hi nahi kiya aur order cancelled dikha raha hai. Refund ka koi option nahi mil raha app pe. Ye toh loot machi hai, mera 800 rupaye wapas karo.","I ordered food from Swiggy but the delivery boy didn't even call and it's showing as order cancelled. I'm not finding any refund option on the app. This is loot, return my 800 rupees.",Refund,negative,medium,ORD5523,800,App,Apologies for the delivery issue. We are processing your refund.
CMP00164,English,Hyderabad,"My UPI transaction of 12000 INR to my landlord failed, but the amount was debited from my HDFC account. The app says transaction successful but he has not received it yet. This is very urgent as today is the last date for rent.","My UPI transaction of 12000 INR to my landlord failed, but the amount was debited from my HDFC account. The app says transaction successful but he has not received it yet. This is very urgent as today is the last date for rent.",Banking,frustrated,high,ORD5524,12000,UPI,Transactions can take 3-5 days to settle. Please check with the beneficiary bank.
CMP00165,Hindi,Lucknow,पिछले तीन दिनों से मेरा इंटरनेट काम नहीं कर रहा है और कस्टमर केयर वाले कोई जवाब नहीं दे रहे। वर्क फ्रॉम होम की वजह से मेरा बहुत नुकसान हो रहा है। अगर आज ठीक नहीं हुआ तो मैं कनेक्शन कटवा दूंगा।,"My internet has not been working for the last three days and customer care is not giving any response. I am suffering a lot because of work from home. If it's not fixed today, I will disconnect the connection.",Technical,angry,high,ORD5525,999,Phone,हमें दुख है। आपकी शिकायत दर्ज कर ली गई है और तकनीशियन जल्द ही आएंगे।
CMP00166,Hinglish,Pune,"Zomato se jo biryani mangwayi thi wo bilkul thandi aur basi thi. Maine complain ki par bot sirf same replies de raha hai. Meri family ne wo khana fek diya, please full refund process kijiye.","The biryani I ordered from Zomato was completely cold and stale. I complained but the bot is giving the same replies. My family threw the food away, please process a full refund.",Food,negative,medium,ORD5526,450,Chat,Ham maafi chahte hain. Refund request process kar di gayi hai.
CMP00167,English,Chennai,The flight SG-123 from Chennai to Kolkata was cancelled at the last minute without prior notice. I had a medical emergency and now I am stuck at the airport. I demand a full refund and compensation for the mental agony.,The flight SG-123 from Chennai to Kolkata was cancelled at the last minute without prior notice. I had a medical emergency and now I am stuck at the airport. I demand a full refund and compensation for the mental agony.,Travel,negative,high,ORD5527,8500,Email,We deeply regret the flight cancellation. A full refund has been initiated.
CMP00168,Hindi,Jaipur,मैंने अमेज़न से एक साड़ी मंगवाई थी पर उसका रंग और फैब्रिक वैसा नहीं है जैसा फोटो में था। रिटर्न रिक्वेस्ट बार बार रिजेक्ट हो रही है। मुझे मेरा पैसा वापस चाहिए या फिर एक्सचेंज करवा दो।,I ordered a saree from Amazon but its color and fabric are not like what was in the photo. The return request is being rejected repeatedly. I want my money back or get it exchanged.,Product,disappointed,medium,ORD5528,2500,App,क्षमा करें। आपकी रिटर्न रिक्वेस्ट को फिर से चेक किया जा रहा है।
CMP00169,Hinglish,Ahmedabad,"Reliance Digital se washing machine li thi, delivery ke time box fata hua tha. Delivery wale bole ki andar sab sahi hai par jab khola toh machine pe bada dent tha. Please isko replace karo jaldi.","I bought a washing machine from Reliance Digital, the box was torn at the time of delivery. Delivery guys said everything is fine inside but when opened there was a big dent on the machine. Please replace it quickly.",Delivery,negative,high,ORD5529,32000,Web,Hamare delivery partner se check karke replacement schedule karenge.
CMP00170,English,Kolkata,I am receiving constant promotional calls from your insurance department even after registering for DND. It is extremely annoying to get disturbed during office hours. Take my number off your list immediately or I will take legal action.,I am receiving constant promotional calls from your insurance department even after registering for DND. It is extremely annoying to get disturbed during office hours. Take my number off your list immediately or I will take legal action.,Privacy,angry,low,ORD5530,0,Phone,We apologize for the calls. Your number has been added to our internal DND list.
CMP00171,Hindi,Patna,गैस बुकिंग किए हुए 5 दिन हो गए पर अभी तक सिलिंडर नहीं आया। एजेंसी वाले फोन नहीं उठा रहे हैं। घर में खाना बनाने की बहुत दिक्कत हो रही है। कृपया स्टेटस अपडेट करें।,It's been 5 days since the gas booking but the cylinder hasn't arrived yet. Agency people are not picking up the phone. There is a lot of trouble cooking at home. Please update the status.,Service,frustrated,high,ORD5531,1150,App,देरी के लिए खेद है। आपकी गैस एजेंसी को निर्देश भेज दिया गया है।
CMP00172,Hinglish,Chandigarh,My Uber driver was very rude and drove rashly near the highway. He refused to turn on the AC even after multiple requests in this heat. I felt unsafe during the whole journey and will never use this app again.,My Uber driver was very rude and drove rashly near the highway. He refused to turn on the AC even after multiple requests in this heat. I felt unsafe during the whole journey and will never use this app again.,Safety,negative,medium,ORD5532,600,App,Safety is our priority. We are taking action against the driver partner.
CMP00173,English,Indore,"I tried to withdraw 2000 from an SBI ATM in Indore but the machine showed a timeout. However, the money was deducted from my account. I have the transaction slip and I need this resolved within 24 hours.","I tried to withdraw 2000 from an SBI ATM in Indore but the machine showed a timeout. However, the money was deducted from my account. I have the transaction slip and I need this resolved within 24 hours.",Banking,frustrated,high,ORD5533,2000,ATM,Transaction reversals usually take 7 days. We have logged your complaint.
